@RELATION room_occupancy

@ATTRIBUTE Temperature REAL
@ATTRIBUTE Humidity REAL
@ATTRIBUTE Light REAL
@ATTRIBUTE CO2 REAL
@ATTRIBUTE HumidityRatio REAL
@ATTRIBUTE class {0,1}

@DATA
22.772,26.934,438.0,993.2,0.0046167934930926,1
22.76,26.8233333333333,439.0,983.333333333333,0.0045943146206481,1
22.7,26.754,432.0,976.2,0.0045655827670159,1
22.7225,26.7,432.75,980.75,0.0045625692636427,1
22.7,26.6833333333333,434.0,971.333333333333,0.0045534351851525,1
22.7,26.5333333333333,444.0,966.666666666667,0.0045276517846181,1
22.7,26.4633333333333,444.0,963.0,0.0045156202572285,1
22.7,26.445,441.5,952.333333333333,0.0045124692192727,1
22.7,26.34,444.0,948.0,0.0044944229761162,1
22.7,26.26,444.0,945.0,0.004480674155299,1
22.7,26.2,441.0,941.6,0.0044703629356959,1
22.7,26.16,438.0,929.8,0.0044634889778606,1
22.7,26.02,441.0,923.8,0.0044394313133292,1
22.7,26.1,440.25,919.0,0.0044531783239453,1
22.7,26.0,439.0,918.25,0.0044359946549457,1
22.7,25.934,438.0,919.4,0.0044246539498072,1
22.7,25.9266666666667,439.0,927.333333333333,0.004423393896805,1
22.7,25.815,432.75,920.25,0.0044042073523612,1
22.68,25.772,432.0,902.4,0.0043914494315009,1
22.64,25.696,429.0,904.4,0.0043677176082215,1
22.6,25.575,429.0,897.0,0.0043363901007296,1
22.6666666666667,25.6,429.0,892.0,0.004358383194026,1
22.6,25.525,433.5,882.5,0.0043278533215606,1
22.62,25.476,436.2,887.2,0.0043247721230379,1
22.625,25.55,442.5,889.25,0.0043387478042347,1
22.6,25.39,443.4,889.2,0.0043048051801356,1
22.65,25.42,438.0,880.75,0.0043231196096785,1
22.6,25.2675,442.5,868.75,0.0042838925937963,1
22.6,25.218,439.8,861.0,0.0042754425979387,1
22.6,25.2,439.8,860.6,0.0042723699287058,1
22.6,25.2,435.5,864.0,0.0042723699287058,1
22.6,25.15,430.75,859.0,0.0042638348945876,1
22.6,25.14,440.6,854.4,0.0042621279156802,1
22.6,25.15,428.2,847.4,0.0042638348945876,1
22.6,25.04,432.2,837.2,0.0042450586383824,1
22.6,25.05,431.75,834.75,0.0042467655242407,1
22.6,25.06,429.2,832.4,0.0042484724194037,1
22.6,25.0,433.0,832.0,0.0042382311879931,1
22.6,25.0,433.0,836.25,0.0042382311879931,1
22.6,25.0,428.2,832.6,0.0042382311879931,1
22.6,25.025,428.25,821.5,0.0042424983270408,1
22.6,25.1,425.4,832.4,0.0042553000931024,1
22.6,25.08,429.2,832.4,0.0042518862376435,1
22.56,25.02,433.0,830.75,0.0042312841785683,1
22.58,25.08,433.0,821.5,0.0042466904885792,1
22.575,25.075,433.0,818.25,0.0042445402803012,1
22.56,24.912,433.0,819.8,0.0042128959342023,1
22.55,25.2,433.0,822.5,0.004259328097087,1
22.6,24.9175,433.0,818.0,0.0042241500417115,1
22.58,25.06,433.0,812.8,0.0042432808702461,1
22.5666666666667,24.9083333333333,433.0,816.5,0.0042139890921346,1
22.525,24.945,433.0,822.25,0.0042094946154337,1
22.54,24.89,433.0,825.0,0.0042040055610701,1
22.5,24.865,433.0,816.5,0.0041894920425526,1
22.5,24.9175,433.0,811.5,0.0041983974496394,1
22.5,24.9116666666667,433.0,811.0,0.0041974079474546,1
22.56,24.81,433.0,812.2,0.0041955302504974,1
22.525,24.89,426.0,814.25,0.0042001506349515,1
22.52,24.976,430.2,824.0,0.0042134725650431,1
22.575,25.075,433.0,834.5,0.0042445402803012,1
22.6,25.0,433.0,837.0,0.0042382311879931,1
22.6,25.0214285714286,433.0,841.166666666667,0.0042418887321879,1
22.6,25.0428571428571,433.0,845.333333333333,0.0042455463191068,1
22.6,25.1,433.0,854.75,0.0042553000931024,1
22.6,25.1,428.333333333333,850.333333333333,0.0042553000931024,1
22.6,25.08,424.6,845.4,0.0042518862376435,1
22.6,25.1666666666667,433.0,854.333333333333,0.0042666798801117,1
22.6,25.0666666666667,428.333333333333,849.333333333333,0.0042496103546815,0
22.6,25.2,422.5,853.0,0.0042723699287058,0
22.6,25.2,423.666666666667,853.0,0.0042723699287058,0
22.54,25.16,424.6,852.0,0.0042499210749079,0
22.54,25.16,427.4,853.6,0.0042499210749079,0
22.54,25.14,421.8,845.6,0.0042465196948245,0
22.525,25.1,426.0,834.25,0.0042358291516948,0
22.5,25.04,421.8,826.4,0.0042191777179225,0
22.5,25.0,419.0,819.6,0.0042123921725526,0
22.5,25.0,419.0,829.6,0.0042123921725526,0
22.5,25.0,419.0,824.0,0.0042123921725526,0
22.5,24.912,419.0,814.2,0.0041974644903524,0
22.5,24.89,419.0,813.5,0.0041937326810038,0
22.5,24.89,419.0,813.8,0.0041937326810038,0
22.5,24.89,419.0,811.0,0.0041937326810038,0
22.478,24.87,419.0,804.6,0.0041847041110814,0
22.456,24.83,419.0,807.8,0.0041723081806431,0
22.5,24.8566666666667,419.0,802.333333333333,0.0041880785091658,0
22.4175,24.7475,419.0,796.75,0.0041485663655058,0
22.456,24.81,419.0,794.4,0.0041689249564186,0
22.39,24.7,419.0,790.6,0.0041335864845916,0
22.4175,24.7225,419.0,789.75,0.0041443475474366,0
22.39,24.7,419.0,782.2,0.0041335864845916,0
22.39,24.7225,419.0,772.25,0.0041373769438958,1
22.39,24.7170833333333,419.0,772.925,0.0041364644217209,1
22.39,24.7116666666667,419.0,773.6,0.0041355519022058,1
22.39,24.625,419.0,773.75,0.0041209519516853,1
22.39,24.754,416.2,771.8,0.0041426836640226,1
22.39,24.912,418.6,782.8,0.0041693028555172,1
22.39,25.245,415.0,796.5,0.0042254127412676,1
22.39,25.0925,310.25,809.0,0.0041997155245303,1
22.39,25.0,0.0,805.5,0.0041841297156888,0
22.35,24.978,0.0,791.4,0.0041701963227552,0
22.3233333333333,25.0,0.0,779.333333333333,0.004167082415804,0
22.365,24.9725,0.0,780.75,0.0041731034537826,0
22.315,24.89,0.0,781.75,0.0041465078408381,0
22.29,24.9175,0.0,781.0,0.0041447669794061,0
22.29,24.912,0.0,778.4,0.004143846016637,0
22.26,24.8566666666667,0.0,769.333333333333,0.0041269875633749,0
22.254,24.85,0.0,766.5,0.0041243566010876,0
22.23,24.7933333333333,0.0,763.25,0.0041088413539211,0
22.26,24.8233333333333,0.0,762.333333333333,0.0041214165116405,0
22.2,24.79,0.0,761.5,0.0041007372696356,0
22.2,24.79,0.0,761.0,0.0041007372696356,0
22.2,24.736,0.0,757.0,0.0040917458809511,0
22.2,24.79,0.0,752.333333333333,0.0041007372696356,0
22.1333333333333,24.7,0.0,748.666666666667,0.004069083657579,0
22.1,24.7,0.0,746.25,0.0040607721003326,0
22.15,24.7225,0.0,745.25,0.0040769798224863,0
22.1,24.7,0.0,740.666666666667,0.0040607721003326,0
22.1,24.7,0.0,738.0,0.0040607721003326,0
22.1333333333333,24.7,0.0,732.666666666667,0.004069083657579,0
22.1,24.7,0.0,727.0,0.0040607721003326,0
22.1,24.675,0.0,716.0,0.0040566352014082,0
22.0666666666667,24.6666666666667,0.0,723.25,0.0040469709990182,0
22.0666666666667,24.6666666666667,0.0,718.333333333333,0.0040469709990182,0
22.0,24.58,0.0,716.6,0.0040161927873323,0
21.978,24.6,0.0,714.0,0.0040140562223397,0
21.978,24.56,0.0,714.2,0.0040074872493194,0
21.945,24.6,0.0,715.0,0.0040059300193702,0
21.9266666666667,24.5,0.0,706.666666666667,0.0039850515749311,0
21.89,24.5,0.0,706.0,0.0039760854761051,0
21.89,24.525,0.0,698.75,0.0039801686683372,0
21.89,24.5,0.0,692.5,0.0039760854761051,0
21.89,24.5,0.0,694.75,0.0039760854761051,0
21.815,24.4175,0.0,697.25,0.0039443892826123,0
21.8233333333333,24.4633333333333,0.0,692.0,0.0039538650728109,0
21.79,24.39,0.0,691.0,0.0039338681379609,0
21.79,24.39,0.0,689.75,0.0039338681379609,0
21.79,24.39,0.0,689.0,0.0039338681379609,0
21.7675,24.39,0.0,687.0,0.0039284295374367,0
21.7675,24.365,0.0,679.75,0.0039243774514047,0
21.754,24.35,0.0,668.4,0.0039186916601666,0
21.7,24.29,0.0,665.666666666667,0.0038960130145852,0
21.7,24.29,0.0,664.75,0.0038960130145852,0
21.7,24.29,0.0,668.0,0.0038960130145852,0
21.7,24.29,0.0,661.25,0.0038960130145852,0
21.64,24.236,0.0,658.2,0.0038729719939613,0
21.6,24.2,0.0,656.0,0.0038576731827532,0
21.6,24.2,0.0,654.8,0.0038576731827532,0
21.6,24.2225,0.0,653.75,0.003861282127931,0
21.5,24.26,0.0,650.333333333333,0.0038435524030295,0
21.5,24.2,0.0,650.75,0.0038339879085467,0
21.55,24.2,0.0,648.25,0.0038458144762779,0
21.5,24.2,0.0,640.333333333333,0.0038339879085467,0
21.5,24.2,0.0,638.0,0.0038339879085467,0
21.5,24.2,0.0,636.25,0.0038339879085467,0
21.5,24.2,0.0,636.333333333333,0.0038339879085467,0
21.5,24.15,0.0,635.75,0.0038260177197901,0
21.5,24.175,0.0,635.5,0.0038300027887925,0
21.5,24.125,0.0,627.5,0.0038220327015384,0
21.5,24.15,0.0,626.25,0.0038260177197901,0
21.5,24.125,0.0,621.5,0.0038220327015384,0
21.5,24.1,0.0,621.75,0.0038180477340365,0
21.5,24.1,0.0,620.666666666667,0.0038180477340365,0
21.5,24.1,0.0,617.0,0.0038180477340365,0
21.5,24.1,0.0,612.75,0.0038180477340365,0
21.4725,24.075,0.0,614.5,0.0038076058153611,0
21.39,24.0,0.0,617.333333333333,0.0037764193861109,0
21.4266666666667,23.9266666666667,0.0,614.25,0.0037733300018249,0
21.39,23.9725,0.0,610.75,0.0037720659972821,0
21.39,23.9175,0.0,603.0,0.0037633594013354,0
21.39,23.945,0.0,603.5,0.003767712669024,0
21.365,23.89,0.0,602.0,0.0037532161493875,0
21.3233333333333,24.0,0.0,605.666666666667,0.0037609248571389,0
21.34,23.9725,0.0,604.5,0.0037604533217008,0
21.315,23.9725,0.0,599.0,0.0037546588075488,0
21.3566666666667,24.0,0.0,600.0,0.0037686651040406,0
21.39,23.9725,0.0,596.5,0.0037720659972821,0
21.315,23.89,0.0,597.5,0.0037416596327326,0
21.29,23.945,0.0,594.0,0.0037445457633643,0
21.29,23.9725,0.0,590.5,0.0037488721635234,0
21.29,23.89,0.0,586.666666666667,0.0037358931425189,0
21.29,23.9266666666667,0.0,588.0,0.0037416615298276,0
21.29,23.89,0.0,585.5,0.0037358931425189,0
21.29,23.89,0.0,584.5,0.0037358931425189,0
21.254,23.85,0.0,587.2,0.0037213245372262,0
21.23,23.8233333333333,0.0,585.0,0.0037116367952513,0
21.218,23.81,0.0,579.4,0.0037068003102317,0
21.2,23.79,0.0,579.333333333333,0.0036995548034611,0
21.2,23.79,0.0,581.6,0.0036995548034611,0
21.2,23.79,0.0,581.666666666667,0.0036995548034611,0
21.2,23.79,0.0,577.5,0.0036995548034611,0
21.2,23.79,0.0,577.333333333333,0.0036995548034611,0
21.2,23.7675,0.0,574.25,0.0036960350636578,0
21.2,23.745,0.0,569.0,0.0036925153634534,0
21.2,23.76,0.0,565.333333333333,0.0036948618258565,0
21.2,23.7,0.0,561.4,0.0036854760818385,0
21.2,23.79,0.0,567.333333333333,0.0036995548034611,0
21.175,23.7,0.0,565.333333333333,0.0036797916635987,0
21.1666666666667,23.7,0.0,563.5,0.0036778985751948,0
21.125,23.675,0.0,559.0,0.0036645535334741,0
21.1,23.65,0.0,559.5,0.0036550119359932,0
21.125,23.65,0.0,550.5,0.0036606611147234,0
21.1,23.6,0.0,553.0,0.0036472393272515,0
21.1333333333333,23.6,0.0,552.0,0.0036547571596221,0
21.1,23.6,0.0,553.25,0.0036472393272515,0
21.1,23.6,0.0,545.75,0.0036472393272515,0
21.1,23.6,0.0,548.0,0.0036472393272515,0
21.1,23.6,0.0,547.0,0.0036472393272515,0
21.1,23.575,0.0,545.75,0.0036433530953004,0
21.1,23.5333333333333,0.0,544.0,0.0036368761493341,0
21.1,23.4725,0.0,545.5,0.0036274200490447,0
21.1,23.4725,0.0,547.0,0.0036274200490447,0
21.1,23.5,0.0,545.25,0.0036316946891156,0
21.1,23.5,0.0,541.25,0.0036316946891156,0
21.125,23.5,0.0,540.75,0.0036373076192414,0
21.1,23.5,0.0,533.333333333333,0.0036316946891156,0
21.1333333333333,23.5,0.0,528.0,0.003639180293897,0
21.1,23.3925,0.0,537.75,0.0036149850646024,0
21.1,23.4725,0.0,539.5,0.0036274200490447,0
21.1,23.5,0.0,535.25,0.0036316946891156,0
21.1,23.5,0.0,537.25,0.0036316946891156,0
21.1,23.5,0.0,535.25,0.0036316946891156,0
21.1,23.5,0.0,533.4,0.0036316946891156,0
21.1,23.5,0.0,524.5,0.0036316946891156,0
21.1,23.434,0.0,524.8,0.0036214356510786,0
21.1,23.39,0.0,522.666666666667,0.0036145964793036,0
21.1,23.39,0.0,521.0,0.0036145964793036,0
21.125,23.39,0.0,519.75,0.0036201828305465,0
21.1,23.39,0.0,523.0,0.0036145964793036,0
21.1,23.39,0.0,523.0,0.0036145964793036,0
21.1,23.39,0.0,519.0,0.0036145964793036,0
21.1,23.365,0.0,519.5,0.0036107106528653,0
21.1,23.39,0.0,519.75,0.0036145964793036,0
21.1,23.365,0.0,520.0,0.0036107106528653,0
21.1,23.33,0.0,524.6,0.003605270576947,0
21.075,23.315,0.0,520.25,0.0035973784860785,0
21.075,23.34,0.0,519.0,0.0036012581843446,0
21.1,23.29,0.0,523.2,0.0035990534631735,0
21.0333333333333,23.29,0.0,517.666666666667,0.0035842579084635,0
21.02,23.29,0.0,514.2,0.00358130523727,0
21.025,23.29,0.0,516.5,0.0035824122377097,0
21.0,23.29,0.0,521.0,0.0035768802490343,0
21.0,23.29,0.0,520.0,0.0035768802490343,0
21.0,23.254,0.0,517.8,0.0035713196208366,0
21.0,23.26,0.0,514.333333333333,0.003572246385338,0
21.0,23.2675,0.0,516.75,0.0035734048448262,0
21.0,23.29,0.0,520.75,0.0035768802490343,0
21.0,23.29,0.0,519.333333333333,0.0035768802490343,0
21.0,23.29,0.0,519.0,0.0035768802490343,0
21.0,23.29,0.0,509.75,0.0035768802490343,0
21.0,23.29,0.0,508.5,0.0035768802490343,0
20.9725,23.29,0.0,504.5,0.00357080375658,0
21.0,23.29,0.0,506.5,0.0035768802490343,0
20.9725,23.29,0.0,509.0,0.00357080375658,0
20.9633333333333,23.29,0.0,507.25,0.0035687802813973,0
21.0,23.29,0.0,509.333333333333,0.0035768802490343,0
20.89,23.2,0.0,509.666666666667,0.003538822218934,0
20.89,23.245,0.0,508.25,0.0035457254426872,0
20.89,23.2225,0.0,510.25,0.0035422738117653,0
20.89,23.254,0.0,504.0,0.0035471061057214,0
20.89,23.26,0.0,499.333333333333,0.0035480265511301,0
20.89,23.2225,0.0,495.0,0.0035422738117653,0
20.89,23.2,0.0,496.25,0.003538822218934,0
20.89,23.2,0.0,494.75,0.003538822218934,0
20.89,23.2,0.0,492.5,0.003538822218934,0
20.89,23.2,0.0,494.25,0.003538822218934,0
20.89,23.2,0.0,492.333333333333,0.003538822218934,0
20.89,23.125,0.0,493.75,0.0035273171845867,0
20.89,23.125,0.0,484.75,0.0035273171845867,0
20.89,23.1,0.0,489.25,0.0035234822671828,0
20.89,23.1,0.0,494.5,0.0035234822671828,0
20.89,23.1,0.0,495.666666666667,0.0035234822671828,0
20.89,23.1,0.0,501.5,0.0035234822671828,0
20.89,23.1,0.0,499.666666666667,0.0035234822671828,0
20.89,23.1,0.0,492.5,0.0035234822671828,0
20.89,23.1,0.0,494.25,0.0035234822671828,0
20.89,23.1,0.0,494.0,0.0035234822671828,0
20.9725,23.1,0.0,489.25,0.0035415072495743,0
20.9175,23.1,0.0,490.0,0.003529481592297,0
20.89,23.1,0.0,495.5,0.0035234822671828,0
20.89,23.05,0.0,498.0,0.0035158125734374,0
20.89,23.05,0.0,495.0,0.0035158125734374,0
20.912,23.0,0.0,490.2,0.0035129208000967,0
20.9266666666667,23.0,0.0,492.333333333333,0.0035161091390678,0
20.89,23.0,0.0,491.666666666667,0.0035081430677697,0
20.89,22.956,0.0,488.0,0.0035013940583543,0
20.934,22.934,0.0,488.0,0.0035075530594368,0
20.89,23.0,0.0,485.0,0.0035081430677697,0
20.89,23.0,0.0,490.0,0.0035081430677697,0
20.9175,22.9725,0.0,489.5,0.0035098907583883,0
20.89,22.945,0.0,485.25,0.0034997068287565,0
20.89,22.89,0.0,485.666666666667,0.0034912708172997,0
20.9175,22.945,0.0,485.0,0.0035056654452869,0
20.89,22.956,0.0,485.2,0.0035013940583543,0
20.945,22.89,0.0,484.0,0.0035031680780759,0
20.89,22.9175,0.0,483.0,0.0034954887945841,0
20.89,22.89,0.0,481.0,0.0034912708172997,0
20.89,22.89,0.0,476.5,0.0034912708172997,0
20.89,22.89,0.0,475.0,0.0034912708172997,0
20.89,22.89,0.0,476.0,0.0034912708172997,0
20.89,22.89,0.0,478.5,0.0034912708172997,0
20.89,22.89,0.0,481.0,0.0034912708172997,0
20.89,22.89,0.0,483.0,0.0034912708172997,0
20.8566666666667,22.8566666666667,0.0,480.25,0.0034789756630827,0
20.89,22.89,0.0,480.25,0.0034912708172997,0
20.89,22.865,0.0,470.75,0.0034874363418602,0
20.89,22.89,0.0,474.75,0.0034912708172997,0
20.89,22.865,0.0,482.25,0.0034874363418602,0
20.89,22.89,0.0,480.333333333333,0.0034912708172997,0
20.89,22.89,0.0,480.0,0.0034912708172997,0
20.89,22.84,0.0,481.5,0.0034836019134338,0
20.89,22.84,0.0,483.5,0.0034836019134338,0
20.89,22.79,0.0,475.6,0.0034759331976165,0
20.89,22.76,0.0,475.333333333333,0.0034713320583865,0
20.89,22.815,0.0,477.666666666667,0.0034797675320195,0
20.89,22.79,0.0,475.75,0.0034759331976165,0
20.89,22.79,0.0,479.166666666667,0.0034759331976165,0
20.865,22.7675,0.0,475.0,0.0034671154696332,0
20.865,22.7675,0.0,474.0,0.0034671154696332,0
20.89,22.79,0.0,477.333333333333,0.0034759331976165,0
20.89,22.79,0.0,473.0,0.0034759331976165,0
20.89,22.7675,0.0,470.0,0.0034724823368476,0
20.865,22.675,0.0,468.75,0.0034529510444591,0
20.87,22.718,0.0,471.4,0.0034606059383399,0
20.89,22.7,0.0,471.0,0.0034621299830055,0
20.89,22.7,0.0,468.0,0.0034621299830055,0
20.85,22.678,0.0,468.6,0.0034502065947358,0
20.81,22.62,0.0,467.4,0.0034328250361985,0
20.79,22.6,0.0,469.0,0.0034255294987624,0
20.79,22.65,0.0,471.25,0.003433149934214,0
20.8233333333333,22.73,0.0,470.666666666667,0.0034524593868991,0
20.79,22.6,0.0,466.75,0.0034255294987624,0
20.79,22.64,0.0,466.8,0.0034316258322677,0
20.79,22.7,0.0,468.75,0.0034407705553688,0
20.79,22.65,0.0,467.5,0.003433149934214,0
20.79,22.6333333333333,0.0,469.666666666667,0.0034306097684301,0
20.79,22.7,0.0,469.75,0.0034407705553688,0
20.79,22.6,0.0,469.75,0.0034255294987624,0
20.79,22.6,0.0,467.25,0.0034255294987624,0
20.772,22.6,0.0,461.4,0.0034217142245253,0
20.79,22.6,0.0,469.25,0.0034255294987624,0
20.79,22.625,0.0,468.0,0.0034293396932757,0
20.73,22.6,0.0,469.0,0.00341282647306,0
20.79,22.6,0.0,467.25,0.0034255294987624,0
20.79,22.6,0.0,467.4,0.0034255294987624,0
20.79,22.6,0.0,467.666666666667,0.0034255294987624,0
20.745,22.6,0.0,471.5,0.0034159983324484,0
20.76,22.6,0.0,471.666666666667,0.0034191727886417,0
20.7225,22.6,0.0,464.75,0.0034112415165962,0
20.7225,22.6,0.0,461.75,0.0034112415165962,0
20.7225,22.6,0.0,458.5,0.0034112415165962,0
20.745,22.55,0.0,459.5,0.0034083994007641,0
20.7225,22.55,0.0,460.5,0.0034036532240966,0
20.76,22.5666666666667,0.0,465.333333333333,0.0034141020802041,0
20.7225,22.5,0.0,465.0,0.0033960651157366,0
20.7225,22.5,0.0,459.0,0.0033960651157366,0
