% DATASET: https://www.muratkoklu.com/datasets/
% Reference: Cinar, I. and Koklu, M. (2019). Classification of Rice Varieties Using Artificial Intelligence Methods. International Journal of Intelligent Systems and Applications in Engineering,  vol.7, no.3 (Sep. 2019), pp.188-194.
% https://doi.org/10.18201/ijisae.2019355381(https://www.ijisae.org/IJISAE/article/view/1068)
% DATASET: https://www.muratkoklu.com/datasets/

@RELATION Rice_Cammeo_Osmancik
@ATTRIBUTE Area Integer
@ATTRIBUTE Perimeter Real
@ATTRIBUTE Major_Axis_Length Real
@ATTRIBUTE Minor_Axis_Length Real
@ATTRIBUTE Eccentricity	Real
@ATTRIBUTE Convex_Area	Integer
@ATTRIBUTE Extent Real
@ATTRIBUTE Class {Cammeo, Osmancik}

@DATA
13148,481.72198486328125,201.51889038085938,84.54153442382812,0.9077453017234802,13572,0.623748779296875,Cammeo
12792,462.072998046875,194.4810028076172,84.73088836669922,0.9001030921936035,13032,0.5939270257949829,Cammeo
15778,515.2730102539062,214.037841796875,95.49766540527344,0.8949472904205322,16283,0.6862983703613281,Cammeo
15404,509.5169982910156,217.29757690429688,91.39753723144531,0.9072415232658386,15696,0.6337008476257324,Cammeo
14911,494.0889892578125,207.56024169921875,92.41060638427734,0.895419716835022,15132,0.60476154088974,Cammeo
15360,504.23199462890625,210.3907470703125,94.74095916748047,0.8928725123405457,15751,0.7576579451560974,Cammeo
15746,503.2309875488281,204.8744354248047,99.4487075805664,0.8742849826812744,16171,0.7530367970466614,Cammeo
14304,489.0369873046875,211.026611328125,86.83942413330078,0.9114055633544922,14483,0.5777292847633362,Cammeo
15136,518.6439819335938,221.7091064453125,88.20763397216797,0.9174491763114929,15469,0.5297123193740845,Cammeo
12919,475.260009765625,201.81565856933594,83.20626831054688,0.9110533595085144,13256,0.7651622891426086,Cammeo
15224,510.8819885253906,213.1961669921875,92.32341003417969,0.9013726115226746,15686,0.6395295262336731,Cammeo
12950,468.57000732421875,196.61679077148438,84.8003158569336,0.9022098183631897,13584,0.7618095278739929,Cammeo
13536,478.0060119628906,203.1737823486328,85.91057586669922,0.906203031539917,13810,0.5528056621551514,Cammeo
15551,508.4070129394531,217.0155029296875,92.15181732177734,0.9053658246994019,15786,0.8074247241020203,Cammeo
14166,483.7049865722656,204.6273193359375,88.99236297607422,0.9004788994789124,14412,0.766061007976532,Cammeo
13916,478.87799072265625,201.63967895507812,88.56097412109375,0.8983873128890991,14221,0.6039930582046509,Cammeo
12308,451.6090087890625,193.2675323486328,81.6598892211914,0.9063524007797241,12488,0.7240425944328308,Cammeo
15127,499.79998779296875,212.90391540527344,91.1516342163086,0.9037147760391235,15370,0.7129996418952942,Cammeo
14115,486.2720031738281,207.55104064941406,87.78108978271484,0.9061589241027832,14422,0.6008172631263733,Cammeo
17313,531.9840087890625,225.5345916748047,98.4435043334961,0.8997092843055725,17582,0.5698814988136292,Cammeo
15147,511.29400634765625,216.0992889404297,90.9463882446289,0.907128095626831,15637,0.5348516702651978,Cammeo
16419,531.4210205078125,224.06594848632812,94.54113006591797,0.9066263437271118,16874,0.5504190325737,Cammeo
13737,484.385009765625,209.54351806640625,84.1657485961914,0.9157878160476685,13944,0.6052075028419495,Cammeo
14053,497.052001953125,216.19186401367188,84.1599349975586,0.9211179614067078,14416,0.808387041091919,Cammeo
11549,440.24798583984375,179.11688232421875,84.49580383300781,0.8817400932312012,11961,0.5954013466835022,Cammeo
16490,520.3189697265625,212.01075744628906,101.68000793457031,0.8774881362915039,16873,0.6293652653694153,Cammeo
14011,475.87298583984375,197.7286376953125,91.1590805053711,0.8873838782310486,14315,0.777611255645752,Cammeo
15809,518.4550170898438,221.0706787109375,92.2322998046875,0.9088113307952881,16079,0.8148128986358643,Cammeo
12473,470.3399963378906,202.4428253173828,79.02429962158203,0.9206649661064148,12806,0.5259762406349182,Cammeo
15319,506.0249938964844,208.22775268554688,94.8387451171875,0.8902578949928284,15813,0.573702335357666,Cammeo
15498,512.7039794921875,215.808349609375,92.62403106689453,0.9032114744186401,15914,0.5788884162902832,Cammeo
13902,479.23199462890625,201.11488342285156,89.12859344482422,0.896436333656311,14202,0.6986982822418213,Cammeo
14837,499.8320007324219,210.06724548339844,91.26864624023438,0.900684654712677,15263,0.6800971627235413,Cammeo
15113,493.7380065917969,206.56613159179688,94.19136810302734,0.8899866938591003,15374,0.6590353846549988,Cammeo
16091,508.83099365234375,209.1838836669922,99.23175811767578,0.8803225159645081,16431,0.6704583168029785,Cammeo
15543,507.385009765625,211.65121459960938,94.57139587402344,0.8946205973625183,15976,0.6529300808906555,Cammeo
13683,492.9750061035156,213.90919494628906,83.1207046508789,0.9214152693748474,14070,0.76126629114151,Cammeo
12161,445.0480041503906,182.33474731445312,86.272705078125,0.8809788823127747,12428,0.6028056144714355,Cammeo
13711,483.2149963378906,203.88076782226562,86.62690734863281,0.9052449464797974,14097,0.5614660382270813,Cammeo
12518,473.3840026855469,203.92205810546875,80.0076675415039,0.9198184013366699,12778,0.6803261041641235,Cammeo
13302,482.69000244140625,209.39710998535156,81.74890899658203,0.9206447601318359,13827,0.595327615737915,Cammeo
16418,534.989990234375,230.15858459472656,91.78717803955078,0.9170380234718323,16736,0.6462761759757996,Cammeo
14166,491.6130065917969,209.03634643554688,87.52461242675781,0.908122181892395,14386,0.6022959351539612,Cammeo
14988,499.3550109863281,212.26197814941406,90.98807525634766,0.9034662246704102,15245,0.5886881351470947,Cammeo
14223,480.9530029296875,201.38955688476562,90.3858871459961,0.8936265707015991,14441,0.6419479846954346,Cammeo
12518,460.72198486328125,195.6509246826172,82.36373901367188,0.9070731997489929,12813,0.6898870468139648,Cammeo
12854,474.13800048828125,202.19570922851562,81.74695587158203,0.9146281480789185,13242,0.643278956413269,Cammeo
15705,498.9639892578125,208.54116821289062,96.63723754882812,0.8861510753631592,16009,0.7736453413963318,Cammeo
14451,487.2200012207031,201.29469299316406,92.7395248413086,0.88754802942276,14776,0.6472722291946411,Cammeo
14064,486.8900146484375,204.16307067871094,88.52142333984375,0.9011141061782837,14388,0.6483795046806335,Cammeo
13524,487.468994140625,208.15342712402344,83.61426544189453,0.915773332118988,13830,0.6379245519638062,Cammeo
13677,494.635009765625,219.5995635986328,79.63166046142578,0.9319362640380859,13936,0.5320961475372314,Cammeo
12921,476.7460021972656,206.22262573242188,80.40367889404297,0.9208623766899109,13218,0.546920657157898,Cammeo
13251,460.5320129394531,190.9163055419922,88.99755859375,0.8847004175186157,13528,0.7499151229858398,Cammeo
14601,505.2489929199219,215.93438720703125,86.75872039794922,0.9157350063323975,14991,0.6685439348220825,Cammeo
15141,505.4209899902344,209.59359741210938,93.09237670898438,0.8959491848945618,15559,0.5663998126983643,Cammeo
12599,455.281005859375,188.0159149169922,86.3744888305664,0.8882295489311218,12897,0.6212524771690369,Cammeo
14709,515.8499755859375,222.72283935546875,85.43155670166016,0.9235085248947144,14941,0.5247966051101685,Cammeo
12047,455.6080017089844,195.66607666015625,80.2691421508789,0.9119796752929688,12339,0.5440300107002258,Cammeo
13158,470.9960021972656,201.0183868408203,84.50301361083984,0.9073506593704224,13462,0.619783341884613,Cammeo
15191,501.8919982910156,211.7231903076172,92.78570556640625,0.8988576531410217,15492,0.5683765411376953,Cammeo
13837,483.593994140625,204.31092834472656,87.28925323486328,0.904139518737793,14139,0.5694238543510437,Cammeo
13645,484.32501220703125,205.53897094726562,85.92192840576172,0.9084321856498718,13972,0.5471349954605103,Cammeo
16199,511.2279968261719,210.00164794921875,99.41775512695312,0.8808399438858032,16637,0.7382645010948181,Cammeo
13169,474.8370056152344,201.38011169433594,84.48709106445312,0.9077366590499878,13505,0.5471125841140747,Cammeo
14022,483.0190124511719,204.4829559326172,88.56926727294922,0.9013277888298035,14358,0.7047293782234192,Cammeo
12471,445.3739929199219,184.9920654296875,86.85975646972656,0.8829152584075928,12688,0.6717841029167175,Cammeo
12706,463.45098876953125,194.18145751953125,84.88485717773438,0.8993925452232361,13011,0.7973142862319946,Cammeo
14918,500.27099609375,210.4246063232422,91.21054077148438,0.9011730551719666,15185,0.6407250165939331,Cammeo
14641,505.00201416015625,211.58364868164062,90.03343200683594,0.9049482345581055,15034,0.6295579671859741,Cammeo
15216,500.3680114746094,208.22842407226562,94.30258178710938,0.8915712237358093,15558,0.5730425715446472,Cammeo
12349,467.6650085449219,202.68780517578125,78.67498016357422,0.921592652797699,12572,0.5481622815132141,Cammeo
13584,478.0570068359375,203.83694458007812,85.42742156982422,0.9079415202140808,13877,0.6763256192207336,Cammeo
14138,490.8340148925781,206.18084716796875,89.36727905273438,0.9011818170547485,14523,0.762567400932312,Cammeo
11956,438.89599609375,184.64370727539062,83.21842193603516,0.892676830291748,12121,0.5770270228385925,Cammeo
10604,425.9259948730469,179.15118408203125,76.35169219970703,0.9046356678009033,10830,0.574898362159729,Cammeo
14592,494.44000244140625,212.6799774169922,88.28739166259766,0.9097673296928406,14838,0.7456310391426086,Cammeo
12770,458.302001953125,196.63278198242188,83.19528198242188,0.9060831069946289,12949,0.6028703451156616,Cammeo
15143,504.1400146484375,207.7341766357422,94.14838409423828,0.8914008736610413,15628,0.5713261365890503,Cammeo
12917,473.2349853515625,200.32533264160156,83.20117950439453,0.9096706509590149,13302,0.6660994291305542,Cammeo
15714,501.1549987792969,205.0133056640625,99.27554321289062,0.8749354481697083,16074,0.7338875532150269,Cammeo
14655,491.7149963378906,200.1468963623047,94.78046417236328,0.8807644844055176,15181,0.6009103059768677,Cammeo
15639,499.1390075683594,207.98045349121094,96.29037475585938,0.8863697648048401,15895,0.7067835927009583,Cammeo
15166,502.1650085449219,214.13986206054688,91.3851089477539,0.9043676257133484,15475,0.794863760471344,Cammeo
13742,493.85400390625,212.60800170898438,84.88685607910156,0.9168357253074646,14272,0.5832272171974182,Cammeo
13983,483.6679992675781,201.48521423339844,89.05701446533203,0.8970137238502502,14320,0.567491888999939,Cammeo
11386,450.1199951171875,195.46043395996094,75.84288787841797,0.921650230884552,11612,0.5128597617149353,Cammeo
15636,513.2269897460938,214.38356018066406,93.9777603149414,0.8987981677055359,15913,0.5662755370140076,Cammeo
13507,468.239013671875,197.50924682617188,87.92959594726562,0.8954349756240845,13735,0.5772222280502319,Cammeo
13186,477.3340148925781,201.59677124023438,84.66999053955078,0.9075255990028381,13516,0.5418310165405273,Cammeo
14013,458.9110107421875,181.9514923095703,99.44376373291016,0.8374330401420593,14323,0.7943877577781677,Cammeo
16053,523.8400268554688,220.9137725830078,93.89167785644531,0.9051862955093384,16496,0.7479731440544128,Cammeo
13557,483.90899658203125,206.20372009277344,84.3873062133789,0.912425696849823,13845,0.5525801181793213,Cammeo
13104,476.989013671875,202.42510986328125,83.61328887939453,0.9107047915458679,13464,0.5388157963752747,Cammeo
15167,514.2310180664062,220.54652404785156,88.99761962890625,0.9149654507637024,15456,0.6280331015586853,Cammeo
14159,489.4360046386719,209.13131713867188,87.11465454101562,0.9091106057167053,14410,0.5479488968849182,Cammeo
14436,485.82598876953125,204.46995544433594,90.74992370605469,0.8961109519004822,14864,0.6144809126853943,Cammeo
15320,511.92999267578125,218.62315368652344,91.16981506347656,0.9088981747627258,15740,0.5456423163414001,Cammeo
15341,504.4630126953125,210.8721923828125,93.98657989501953,0.8951804041862488,15628,0.7689724564552307,Cammeo
14399,484.0820007324219,200.1735382080078,92.85159301757812,0.8859108686447144,14849,0.6047967076301575,Cammeo
16835,522.5349731445312,216.2716522216797,100.43251037597656,0.8856353759765625,17404,0.7352170348167419,Cammeo
13655,471.5249938964844,193.19618225097656,91.55775451660156,0.8805728554725647,14053,0.7109757661819458,Cammeo
14276,492.8399963378906,208.876953125,88.12108612060547,0.906651496887207,14706,0.582456111907959,Cammeo
12199,454.40399169921875,191.90957641601562,82.14076232910156,0.9037702083587646,12555,0.7505229711532593,Cammeo
12223,445.4389953613281,185.02908325195312,85.37150573730469,0.887194812297821,12460,0.7960273623466492,Cammeo
13884,491.6180114746094,207.6543731689453,86.34349060058594,0.909454345703125,14232,0.5423649549484253,Cammeo
15833,530.3350219726562,225.223388671875,91.51106262207031,0.9137341976165771,16337,0.5864074230194092,Cammeo
12861,471.9209899902344,193.25091552734375,86.45822143554688,0.8943397402763367,13330,0.6334219574928284,Cammeo
15080,500.0060119628906,209.5892791748047,92.79666137695312,0.8966427445411682,15614,0.7323232293128967,Cammeo
16898,526.9439697265625,217.87179565429688,100.34503173828125,0.8876237869262695,17274,0.6244641542434692,Cammeo
16254,532.7780151367188,223.5486297607422,94.11949920654297,0.9070491790771484,16680,0.5536857843399048,Cammeo
14274,488.8299865722656,203.56785583496094,89.92999267578125,0.8971287608146667,14529,0.5723565220832825,Cammeo
13965,478.5769958496094,203.27635192871094,88.10750579833984,0.9011838436126709,14135,0.8078792095184326,Cammeo
13860,484.7720031738281,200.77662658691406,88.84082794189453,0.896775484085083,14238,0.6608811616897583,Cammeo
13568,482.4570007324219,201.88047790527344,87.0738525390625,0.9022019505500793,14068,0.6358013153076172,Cammeo
14546,494.1679992675781,212.313720703125,87.87223815917969,0.9103317856788635,14826,0.6257420778274536,Cammeo
16559,524.1290283203125,223.6376190185547,94.94790649414062,0.9053991436958313,16961,0.775088906288147,Cammeo
15308,513.989990234375,219.46791076660156,90.02393341064453,0.9119992852210999,15720,0.7632628679275513,Cammeo
14741,497.2250061035156,212.46336364746094,89.45372772216797,0.9070461392402649,15036,0.5537149906158447,Cammeo
13397,474.864990234375,200.5462646484375,86.39673614501953,0.902444064617157,13762,0.6940371990203857,Cammeo
15559,514.2789916992188,221.11907958984375,90.46383666992188,0.912481427192688,15903,0.7757778167724609,Cammeo
13665,482.0769958496094,208.9640350341797,84.61726379394531,0.9143446087837219,13998,0.6012142896652222,Cammeo
15390,511.5090026855469,214.46609497070312,92.45722198486328,0.9023022055625916,15788,0.773289144039154,Cammeo
14017,471.8139953613281,194.64344787597656,92.3601303100586,0.8802504539489746,14314,0.7087884545326233,Cammeo
14209,496.2720031738281,208.82290649414062,87.7580337524414,0.9074078798294067,14667,0.5657349824905396,Cammeo
14786,505.3890075683594,214.2183837890625,89.42656707763672,0.9086975455284119,15177,0.7341609001159668,Cammeo
15540,516.3159790039062,217.38722229003906,92.47346496582031,0.9050120711326599,16084,0.632478654384613,Cammeo
17442,539.7760009765625,228.59347534179688,98.19204711914062,0.9030436277389526,17698,0.5762521624565125,Cammeo
17082,548.4459838867188,230.188720703125,95.75758361816406,0.9093664288520813,17576,0.5924667119979858,Cammeo
14195,488.4599914550781,203.51271057128906,89.95865631103516,0.8970004320144653,14555,0.7173539400100708,Cammeo
15172,504.1579895019531,213.22467041015625,91.66706085205078,0.9028725028038025,15477,0.6224410533905029,Cammeo
14434,486.6679992675781,201.27195739746094,92.73377227783203,0.887535810470581,14754,0.625986635684967,Cammeo
12863,457.1910095214844,195.7003936767578,84.50079345703125,0.9019758105278015,13023,0.8085868954658508,Cammeo
14019,475.7550048828125,194.51792907714844,92.81695556640625,0.8788142800331116,14308,0.5911199450492859,Cammeo
15888,518.5549926757812,218.194091796875,94.05685424804688,0.9023186564445496,16245,0.5575323700904846,Cammeo
13000,460.3710021972656,195.0987548828125,85.72264862060547,0.8983008861541748,13231,0.5828551054000854,Cammeo
14806,509.3760070800781,214.14242553710938,89.69170379638672,0.9080594182014465,15594,0.708794116973877,Cammeo
14713,493.2120056152344,206.91612243652344,91.64846801757812,0.8965583443641663,15162,0.5940326452255249,Cammeo
13722,482.3429870605469,202.27818298339844,87.75389099121094,0.9009958505630493,14189,0.6056673526763916,Cammeo
15713,518.4520263671875,218.7672576904297,92.4291763305664,0.9063628911972046,16038,0.5835190415382385,Cammeo
12765,460.34600830078125,196.3905487060547,83.89897155761719,0.904154896736145,13139,0.5743532180786133,Cammeo
13487,473.72198486328125,197.11965942382812,87.78462219238281,0.8953632116317749,13773,0.7514067888259888,Cammeo
15252,501.3320007324219,207.5240478515625,94.2730941772461,0.8908612132072449,15595,0.5917132496833801,Cammeo
13684,464.5660095214844,189.5310516357422,92.9057388305664,0.8716170787811279,13928,0.6056475043296814,Cammeo
14709,489.52899169921875,204.9234619140625,91.86573028564453,0.8938867449760437,15041,0.6397998929023743,Cammeo
14331,502.0299987792969,212.58145141601562,87.35810089111328,0.9116626381874084,14618,0.5427586436271667,Cammeo
15475,511.7969970703125,220.4769287109375,90.20722961425781,0.9124689698219299,15734,0.8273189067840576,Cammeo
14368,491.56298828125,211.2970733642578,87.20801544189453,0.9108547568321228,14596,0.624424159526825,Cammeo
13670,486.80999755859375,207.74220275878906,84.57769775390625,0.9133710861206055,13923,0.5809604525566101,Cammeo
14232,505.885009765625,214.10287475585938,86.41410827636719,0.914931058883667,14702,0.5260201096534729,Cammeo
14441,495.3659973144531,210.02328491210938,89.20301818847656,0.9053204655647278,14805,0.5402140021324158,Cammeo
14093,488.5979919433594,204.3924560546875,89.15960693359375,0.8998411297798157,14463,0.5811067223548889,Cammeo
15121,503.48699951171875,212.9385223388672,91.33050537109375,0.9033493399620056,15470,0.7837963700294495,Cammeo
15569,528.7890014648438,221.57684326171875,90.98238372802734,0.9118096232414246,16286,0.5656929016113281,Cammeo
15684,513.8909912109375,221.94532775878906,90.82513427734375,0.9124343991279602,15944,0.7820103764533997,Cammeo
14622,481.6159973144531,200.05355834960938,94.38363647460938,0.8817099928855896,14845,0.6089455485343933,Cammeo
14850,509.2749938964844,215.96319580078125,89.12654876708984,0.9108700752258301,15372,0.7994186282157898,Cammeo
14017,491.0979919433594,212.42835998535156,84.69094848632812,0.917090117931366,14287,0.7621248364448547,Cammeo
11513,438.625,189.7222137451172,77.68550872802734,0.9123237133026123,11736,0.6842386722564697,Cammeo
14793,501.3039855957031,211.60113525390625,90.11253356933594,0.9047889113426208,15049,0.6645253896713257,Cammeo
14466,497.8399963378906,204.4095458984375,91.21478271484375,0.8949156403541565,14885,0.6565009951591492,Cammeo
12162,454.7760009765625,191.1208038330078,82.31742858886719,0.9024909138679504,12493,0.7452206015586853,Cammeo
17180,547.2150268554688,238.43508911132812,93.01494598388672,0.920769989490509,17517,0.5722088813781738,Cammeo
13831,483.6159973144531,202.8757781982422,88.29086303710938,0.900335431098938,14270,0.5910683870315552,Cammeo
13925,478.2900085449219,196.57476806640625,91.43114471435547,0.8852468729019165,14323,0.6627796292304993,Cammeo
14045,482.74200439453125,200.02723693847656,90.7138442993164,0.8912524580955505,14305,0.5726109147071838,Cammeo
16588,531.39501953125,221.885498046875,96.65257263183594,0.9001420140266418,16854,0.5789877772331238,Cammeo
14966,499.63800048828125,205.47482299804688,93.38162231445312,0.8907633423805237,15387,0.581429660320282,Cammeo
16011,525.0689697265625,222.9464569091797,92.38245391845703,0.9101082682609558,16298,0.5566332936286926,Cammeo
14050,481.2510070800781,191.8238525390625,95.06197357177734,0.8685685396194458,14600,0.6076989769935608,Cammeo
14173,480.6830139160156,201.93576049804688,90.24497985839844,0.8945841789245605,14519,0.5975630283355713,Cammeo
14106,487.25201416015625,209.5693817138672,86.5551986694336,0.9107244610786438,14348,0.5427054762840271,Cammeo
15967,511.614990234375,211.69078063964844,96.97522735595703,0.88890141248703,16329,0.5866769552230835,Cammeo
11667,447.5249938964844,186.67124938964844,80.8428726196289,0.9013573527336121,12039,0.6672958135604858,Cammeo
14890,502.5409851074219,206.22853088378906,93.45731353759766,0.8914223313331604,15349,0.5898197889328003,Cammeo
13279,474.2359924316406,200.54470825195312,85.00814056396484,0.9057154655456543,13757,0.7284946441650391,Cammeo
13942,502.031005859375,214.33798217773438,83.7197036743164,0.9205619096755981,14273,0.6445081233978271,Cammeo
13545,482.7359924316406,208.8032684326172,83.3051528930664,0.9169662594795227,13759,0.5325548648834229,Cammeo
14126,498.42498779296875,216.88548278808594,83.81038665771484,0.9223200082778931,14410,0.7607712149620056,Cammeo
14530,487.09698486328125,201.8062286376953,93.05895233154297,0.8873324990272522,14926,0.6871275901794434,Cammeo
13708,486.39599609375,204.6237335205078,86.33972930908203,0.9066219329833984,14361,0.5806752443313599,Cammeo
14252,493.114013671875,202.65460205078125,91.30965423583984,0.8927421569824219,14627,0.563765823841095,Cammeo
14571,489.7309875488281,202.39376831054688,92.94208526611328,0.888325572013855,14884,0.584898829460144,Cammeo
16194,528.1209716796875,226.8743896484375,91.63518524169922,0.9148019552230835,16524,0.5520179867744446,Cammeo
14356,492.0220031738281,209.3755645751953,88.59430694580078,0.9060662388801575,14652,0.5768241882324219,Cammeo
15691,511.8489990234375,213.61216735839844,94.91934967041016,0.8958514332771301,16124,0.6591472625732422,Cammeo
14105,496.2279968261719,209.27542114257812,86.94194793701172,0.9096193313598633,14567,0.6037065386772156,Cammeo
14013,478.2770080566406,194.78256225585938,92.95032501220703,0.8787944912910461,14374,0.6040086150169373,Cammeo
15009,502.4880065917969,211.09036254882812,91.76154327392578,0.9005740284919739,15370,0.6157538294792175,Cammeo
13954,484.5320129394531,203.6781768798828,88.2087173461914,0.901356041431427,14288,0.7508609294891357,Cammeo
16226,517.6840209960938,217.08056640625,95.9383773803711,0.8970405459403992,16466,0.5831446647644043,Cammeo
14505,492.6820068359375,205.41213989257812,90.7625503540039,0.8970860838890076,14834,0.582951545715332,Cammeo
15281,509.5169982910156,212.69688415527344,92.99383544921875,0.8993580341339111,15689,0.6402295827865601,Cammeo
15009,507.4169921875,217.13299560546875,88.92488098144531,0.9122916460037231,15387,0.5985881686210632,Cammeo
14652,485.5469970703125,201.55360412597656,93.44861602783203,0.8860228657722473,14883,0.5931503772735596,Cammeo
15330,501.6969909667969,209.6793212890625,93.87272644042969,0.894185483455658,15617,0.5826238989830017,Cammeo
14407,482.7959899902344,202.83233642578125,91.19192504882812,0.8932337164878845,14671,0.7426288723945618,Cammeo
15741,523.7760009765625,227.50233459472656,89.12435150146484,0.9200711250305176,15999,0.5632245540618896,Cammeo
14589,495.92999267578125,210.283935546875,89.4249496459961,0.9050721526145935,14853,0.6651014089584351,Cammeo
16376,531.0009765625,227.94485473632812,92.66851806640625,0.9136333465576172,16667,0.7417674660682678,Cammeo
14294,484.1940002441406,205.12840270996094,89.00131225585938,0.9009702205657959,14542,0.704450249671936,Cammeo
14541,492.7850036621094,204.25714111328125,92.47101593017578,0.8916534185409546,14893,0.7582916021347046,Cammeo
